matchType=CatSet(Constituent|Shared_Interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Shared_Interaction	YML092C	npr8	1	0		
Shared_Interaction	YML112W	hog1id42	1	0		
Shared_Interaction	YMR031C	cdc14ia23	1	0		
Shared_Interaction	YMR031C	pde2id60	1	0		
Shared_Interaction	YMR031C	cdc14ia20	1	0		
Shared_Interaction	YMR031C	pde2id62	1	0		
Shared_Interaction	YMR031C	npi2	1	0		
Shared_Interaction	YMR047C	cdc14rd36	1	0		
Shared_Interaction	YMR109W	pde2ra68	1	0		
Shared_Interaction	YMR128W	hog1id42	1	0		
Shared_Interaction	YMR139W	npi1	1	0		
Shared_Interaction	YMR140W	npr11	1	0		
Shared_Interaction	YMR165C	npr8	1	0		
Shared_Interaction	YMR186W	npi4	1	0		
Shared_Interaction	YMR186W	npi5	1	0		
Shared_Interaction	YMR192W	npi3	1	0		
Shared_Interaction	YMR197C	npr15	1	0		
Shared_Interaction	YMR203W	npi2	1	0		
Shared_Interaction	YMR216C	cdc14rd31	1	0		
Shared_Interaction	YMR219W	npr12	1	0		
Shared_Interaction	YMR223W	cdc14id19	1	0		
Shared_Interaction	YMR223W	hog1id42	1	0		
Shared_Interaction	YMR223W	npi1	1	0		
Shared_Interaction	YMR223W	npi3	1	0		
Shared_Interaction	YMR290C	npi1	1	0		
Shared_Interaction	YMR308C	cdc14rd30	1	0		
Shared_Interaction	YMR308C	cdc14rd31	1	0		
Shared_Interaction	YMR309C	hog1id49	1	0		
Shared_Interaction	YMR314W	npr11	1	0		
Shared_Interaction	YMR314W	npi5	1	0		
Shared_Interaction	YMR318C	hog1id42	1	0		
Shared_Interaction	YNL025C	npi1	1	0		
Shared_Interaction	YNL027W	npr8	1	0		
Shared_Interaction	YNL030W	cdc14rd31	1	0		
Shared_Interaction	YNL041C	hog1id48	1	0		
Shared_Interaction	YNL044W	npi5	1	0		
Shared_Interaction	YNL047C	npi3	1	0		
Shared_Interaction	YNL055C	npr8	1	0		
Shared_Interaction	YNL077W	npi5	1	0		
Shared_Interaction	YNL118C	pde2ra68	1	0		
Shared_Interaction	YNL118C	npi5	1	0		
Shared_Interaction	YNL147W	npr11	1	0		
Shared_Interaction	YNL189W	pde2ra68	1	0		
Shared_Interaction	YNL206C	pde2ra67	1	0		
Shared_Interaction	YNL207W	npi3	1	0		
Shared_Interaction	YNL207W	cdc14rd30	1	0		
Shared_Interaction	YNL214W	npr16	1	0		
Shared_Interaction	YNL214W	npi1	1	0		
Shared_Interaction	YNL222W	npi2	1	0		
Shared_Interaction	YNL243W	cdc14rd36	1	0		
Shared_Interaction	YNL253W	npi1	1	0		
Shared_Interaction	YNL255C	hog1id42	1	0		
Shared_Interaction	YNL255C	hog1rd57	1	0		
Shared_Interaction	YNL255C	hog1id46	1	0		
Shared_Interaction	YNL272C	pde2ra68	1	0		
Shared_Interaction	YNL272C	pde2ra76	1	0		
Shared_Interaction	YNL272C	npr7	1	0		
Shared_Interaction	YNL273W	npi1	1	0		
Shared_Interaction	YNL273W	npr12	1	0		
Shared_Interaction	YNL298W	cdc14rd36	1	0		
Shared_Interaction	YNL307C	hog1id44	1	0		
Shared_Interaction	YNL308C	hog1id46	1	0		
Shared_Interaction	YNL308C	npi3	1	0		
Shared_Interaction	YNL317W	npr7	1	0		
Shared_Interaction	YNL317W	npi5	1	0		
Shared_Interaction	YNL317W	npr17	1	0		
Shared_Interaction	YNR006W	npr15	1	0		
Shared_Interaction	YNR006W	npr9	1	0		
Shared_Interaction	YNR006W	npi5	1	0		
Shared_Interaction	YNR052C	npr11	1	0		
Shared_Interaction	YOL004W	hog1id42	1	0		
Shared_Interaction	YOL012C	pde2id64	1	0		
Shared_Interaction	YOL013C	npi2	1	0		
Shared_Interaction	YOL018C	pde2ra65	1	0		
Shared_Interaction	YOL018C	cdc14rd30	1	0		
Shared_Interaction	YOL045W	hog1rd55	1	0		
Shared_Interaction	YOL051W	cdc14rd41	1	0		
Shared_Interaction	YOL068C	npr10	1	0		
Shared_Interaction	YOL082W	npr10	1	0		
Shared_Interaction	YOL113W	cdc14id22	1	0		
Shared_Interaction	YOL117W	npr9	1	0		
Shared_Interaction	YOL117W	cdc14ra40	1	0		
Shared_Interaction	YOL117W	npi4	1	0		
Shared_Interaction	YOL125W	npi3	1	0		
Shared_Interaction	YOL148C	npi1	1	0		
Shared_Interaction	YOL148C	npi5	1	0		
Shared_Interaction	YOR025W	npr9	1	0		
Shared_Interaction	YOR036W	npi5	1	0		
Shared_Interaction	YOR056C	npr10	1	0		
Shared_Interaction	YOR063W	pde2ra67	1	0		
Shared_Interaction	YOR106W	npi1	1	0		
Shared_Interaction	YOR117W	hog1rd56	1	0		
Shared_Interaction	YOR141C	pde2ra67	1	0		
Shared_Interaction	YOR143C	cdc14rd31	1	0		
Shared_Interaction	YOR143C	npi3	1	0		
Shared_Interaction	YOR178C	npr9	1	0		
Shared_Interaction	YOR187W	npi1	1	0		
Shared_Interaction	YOR198C	npi1	1	0		
Shared_Interaction	YOR198C	npi3	1	0		
Shared_Interaction	YOR204W	npi5	1	0		
Shared_Interaction	YOR210W	npi5	1	0		
Shared_Interaction	YOR244W	npr17	1	0		
Shared_Interaction	YOR259C	npr7	1	0		
Shared_Interaction	YOR259C	npi5	1	0		
Shared_Interaction	YOR267C	hog1id42	1	0		
Shared_Interaction	YOR267C	cdc14rd31	1	0		
Shared_Interaction	YOR310C	npr9	1	0		
Shared_Interaction	YOR332W	hog1ra51	1	0		
Shared_Interaction	YOR332W	cdc14id19	1	0		
Shared_Interaction	YOR332W	pde2ra67	1	0		
Shared_Interaction	YOR332W	npi1	1	0		
Shared_Interaction	YOR332W	hog1id42	1	0		
Shared_Interaction	YOR332W	npr10	1	0		
Shared_Interaction	YOR340C	cdc14rd31	1	0		
Shared_Interaction	YOR340C	npr17	1	0		
Shared_Interaction	YOR341W	npi6	1	0		
Shared_Interaction	YOR357C	npi1	1	0		
Shared_Interaction	YOR373W	hog1id48	1	0		
Shared_Interaction	YOR373W	npr8	1	0		
Shared_Interaction	YPL011C	npi1	1	0		
Shared_Interaction	YPL037C	cdc14rd31	1	0		
Shared_Interaction	YPL037C	npr16	1	0		
Shared_Interaction	YPL042C	cdc14rd31	1	0		
Shared_Interaction	YPL047W	npi3	1	0		
Shared_Interaction	YPL063W	hog1rd57	1	0		
Shared_Interaction	YPL078C	hog1id46	1	0		
Shared_Interaction	YPL078C	hog1id42	1	0		
Shared_Interaction	YPL081W	hog1id49	1	0		
Shared_Interaction	YPL082C	npi1	1	0		
Shared_Interaction	YPL089C	npi3	1	0		
Shared_Interaction	YPL129W	npr10	1	0		
Shared_Interaction	YPL129W	pde2ra67	1	0		
Shared_Interaction	YPL129W	cdc14rd31	1	0		
Shared_Interaction	YPL129W	npi1	1	0		
Shared_Interaction	YPL148C	npi1	1	0		
Shared_Interaction	YPL169C	hog1id46	1	0		
Shared_Interaction	YPL178W	npi3	1	0		
Shared_Interaction	YPL209C	pde2ra76	1	0		
Shared_Interaction	YPL220W	hog1id42	1	0		
Shared_Interaction	YPL220W	npr10	1	0		
Shared_Interaction	YPL232W	npi5	1	0		
Shared_Interaction	YPL232W	npr12	1	0		
Shared_Interaction	YPL235W	cdc14rd31	1	0		
Shared_Interaction	YPL248C	hog1id49	1	0		
Shared_Interaction	YPL266W	npr9	1	0		
Shared_Interaction	YPR013C	npi1	1	0		
Shared_Interaction	YPR013C	npr10	1	0		
Shared_Interaction	YPR018W	npr7	1	0		
Shared_Interaction	YPR018W	npi5	1	0		
Shared_Interaction	YPR018W	npr16	1	0		
Shared_Interaction	YPR019W	npi1	1	0		
Shared_Interaction	YPR032W	npr17	1	0		
Shared_Interaction	YPR046W	npi1	1	0		
Shared_Interaction	YPR046W	hog1id42	1	0		
Shared_Interaction	YPR049C	npr10	1	0		
Shared_Interaction	YPR054W	npr14	1	0		
Shared_Interaction	YPR055W	npr7	1	0		
Shared_Interaction	YPR055W	npi5	1	0		
Shared_Interaction	YPR058W	pde2ra69	1	0		
Shared_Interaction	YPR072W	npi5	1	0		
Shared_Interaction	YPR086W	cdc14rd30	1	0		
Shared_Interaction	YPR086W	cdc14rd31	1	0		
Shared_Interaction	YPR086W	pde2ra67	1	0		
Shared_Interaction	YPR086W	npr7	1	0		
Shared_Interaction	YPR102C	npr7	1	0		
Shared_Interaction	YPR108W	npr12	1	0		
Shared_Interaction	YPR135W	npr8	1	0		
Shared_Interaction	YPR143W	npi4	1	0		
Shared_Interaction	YPR165W	hog1id48	1	0		
Shared_Interaction	YPR173C	npr9	1	0		
Shared_Interaction	YPR185W	npr9	1	0		
Shared_Interaction	npi5	YDR134C	1	0		
Shared_Interaction	pde2ra67	YDR224C	1	0		
Shared_Interaction	cdc14rd31	YDR341C	1	0		
Shared_Interaction	npr16	YEL050C	1	0		
Shared_Interaction	npi1	YGL245W	1	0		
Shared_Interaction	npi5	YGR135W	1	0		
Shared_Interaction	npi1	YGR156W	1	0		
Shared_Interaction	npi3	YHL027W	1	0		
Shared_Interaction	pde2id61	YHR119W	1	0		
Shared_Interaction	pde2ra67	YIR010W	1	0		
Shared_Interaction	npi5	YIR025W	1	0		
Shared_Interaction	npi3	YKL064W	1	0		
Shared_Interaction	hog1id42	YKL089W	1	0		
Shared_Interaction	cdc14rd31	YKL139W	1	0		
Shared_Interaction	npi5	YKR094C	1	0		
Shared_Interaction	cdc14rd31	YLR240W	1	0		
Shared_Interaction	npi1	YMR033W	1	0		
Shared_Interaction	npr7	YMR047C	1	0		
Shared_Interaction	pde2ra67	YMR128W	1	0		
Shared_Interaction	npi1	YMR239C	1	0		
Shared_Interaction	pde2ra67	YNL189W	1	0		
Shared_Interaction	hog1id42	YNL216W	1	0		
Shared_Interaction	hog1id42	YNL273W	1	0		
Shared_Interaction	cdc14rd31	YNR010W	1	0		
Shared_Interaction	cdc14rd31	YOL138C	1	0		
Shared_Interaction	npr9	YOL138C	1	0		
Shared_Interaction	hog1ra51	YPL082C	1	0		
Shared_Interaction	pde2ra67	YPL169C	1	0		
Shared_Interaction	npr8	YPL232W	1	0		
