matchType=CatSet(Constituent|Shared_Interaction)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
Shared_Interaction	YMR109W	npr16	1	0		
Shared_Interaction	YMR115W	cdc14rd35	1	0		
Shared_Interaction	YMR117C	hog1id47	1	0		
Shared_Interaction	YMR127C	npr16	1	0		
Shared_Interaction	YMR129W	cdc14rd30	1	0		
Shared_Interaction	YMR139W	npi5	1	0		
Shared_Interaction	YMR140W	npi4	1	0		
Shared_Interaction	YMR165C	hog1id47	1	0		
Shared_Interaction	YMR190C	hog1id49	1	0		
Shared_Interaction	YMR203W	npr10	1	0		
Shared_Interaction	YMR231W	npr11	1	0		
Shared_Interaction	YMR290C	cdc14rd31	1	0		
Shared_Interaction	YMR296C	npi1	1	0		
Shared_Interaction	YMR308C	npr7	1	0		
Shared_Interaction	YNL025C	npi5	1	0		
Shared_Interaction	YNL027W	hog1rd57	1	0		
Shared_Interaction	YNL027W	npr8	1	0		
Shared_Interaction	YNL027W	npi5	1	0		
Shared_Interaction	YNL030W	npr7	1	0		
Shared_Interaction	YNL047C	npi5	1	0		
Shared_Interaction	YNL047C	npi3	1	0		
Shared_Interaction	YNL139C	npi5	1	0		
Shared_Interaction	YNL154C	hog1rd52	1	0		
Shared_Interaction	YNL183C	hog1id46	1	0		
Shared_Interaction	YNL183C	npr8	1	0		
Shared_Interaction	YNL199C	npr12	1	0		
Shared_Interaction	YNL207W	npr9	1	0		
Shared_Interaction	YNL207W	cdc14rd30	1	0		
Shared_Interaction	YNL222W	npr16	1	0		
Shared_Interaction	YNL227C	hog1id46	1	0		
Shared_Interaction	YNL271C	hog1id48	1	0		
Shared_Interaction	YNL272C	npi1	1	0		
Shared_Interaction	YNL284CA	npr12	1	0		
Shared_Interaction	YNL298W	cdc14id21	1	0		
Shared_Interaction	YNL298W	npi4	1	0		
Shared_Interaction	YNL307C	hog1id46	1	0		
Shared_Interaction	YNL307C	npi5	1	0		
Shared_Interaction	YNL307C	npi1	1	0		
Shared_Interaction	YNL307C	cdc14ra40	1	0		
Shared_Interaction	YNR006W	npi1	1	0		
Shared_Interaction	YNR006W	npi5	1	0		
Shared_Interaction	YNR006W	npr16	1	0		
Shared_Interaction	YNR024W	npr16	1	0		
Shared_Interaction	YNR035C	pde2ra67	1	0		
Shared_Interaction	YNR051C	cdc14rd31	1	0		
Shared_Interaction	YNR051C	npi5	1	0		
Shared_Interaction	YNR053C	npi5	1	0		
Shared_Interaction	YOL004W	npi1	1	0		
Shared_Interaction	YOL012C	cdc14rd31	1	0		
Shared_Interaction	YOL013C	npr16	1	0		
Shared_Interaction	YOL018C	cdc14rd30	1	0		
Shared_Interaction	YOL025W	hog1id48	1	0		
Shared_Interaction	YOL026C	npi3	1	0		
Shared_Interaction	YOL041C	cdc14rd36	1	0		
Shared_Interaction	YOL051W	npr7	1	0		
Shared_Interaction	YOL051W	npi3	1	0		
Shared_Interaction	YOL051W	pde2ra67	1	0		
Shared_Interaction	YOL091W	hog1id42	1	0		
Shared_Interaction	YOL113W	hog1ia45	1	0		
Shared_Interaction	YOL113W	npi3	1	0		
Shared_Interaction	YOL117W	cdc14rd41	1	0		
Shared_Interaction	YOL117W	pde2ra69	1	0		
Shared_Interaction	YOL117W	npr17	1	0		
Shared_Interaction	YOL128C	hog1id46	1	0		
Shared_Interaction	YOL128C	npr10	1	0		
Shared_Interaction	YOL133W	npr7	1	0		
Shared_Interaction	YOL133W	npr9	1	0		
Shared_Interaction	YOL133W	hog1id46	1	0		
Shared_Interaction	YOL149W	npr7	1	0		
Shared_Interaction	YOL149W	npi5	1	0		
Shared_Interaction	YOR001W	cdc14ra40	1	0		
Shared_Interaction	YOR026W	npi3	1	0		
Shared_Interaction	YOR046C	npr12	1	0		
Shared_Interaction	YOR048C	pde2ra67	1	0		
Shared_Interaction	YOR048C	npr10	1	0		
Shared_Interaction	YOR054C	pde2ra67	1	0		
Shared_Interaction	YOR061W	hog1id42	1	0		
Shared_Interaction	YOR070C	npi1	1	0		
Shared_Interaction	YOR117W	npi5	1	0		
Shared_Interaction	YOR117W	npr17	1	0		
Shared_Interaction	YOR117W	pde2ra69	1	0		
Shared_Interaction	YOR117W	npr7	1	0		
Shared_Interaction	YOR117W	npi4	1	0		
Shared_Interaction	YOR117W	npi1	1	0		
Shared_Interaction	YOR117W	npr12	1	0		
Shared_Interaction	YOR141C	npr10	1	0		
Shared_Interaction	YOR153W	hog1id42	1	0		
Shared_Interaction	YOR206W	hog1id42	1	0		
Shared_Interaction	YOR209C	npi1	1	0		
Shared_Interaction	YOR210W	npi5	1	0		
Shared_Interaction	YOR231W	npr7	1	0		
Shared_Interaction	YOR231W	cdc14rd30	1	0		
Shared_Interaction	YOR244W	npi4	1	0		
Shared_Interaction	YOR259C	cdc14id26	1	0		
Shared_Interaction	YOR259C	cdc14id25	1	0		
Shared_Interaction	YOR259C	hog1id47	1	0		
Shared_Interaction	YOR259C	hog1id48	1	0		
Shared_Interaction	YOR269W	pde2ra70	1	0		
Shared_Interaction	YOR269W	npr14	1	0		
Shared_Interaction	YOR269W	npi3	1	0		
Shared_Interaction	YOR270C	npr17	1	0		
Shared_Interaction	YOR308C	npi1	1	0		
Shared_Interaction	YOR310C	pde2ra68	1	0		
Shared_Interaction	YOR326W	pde2ra68	1	0		
Shared_Interaction	YOR326W	npi5	1	0		
Shared_Interaction	YOR326W	cdc14rd30	1	0		
Shared_Interaction	YOR326W	npr9	1	0		
Shared_Interaction	YOR340C	npr11	1	0		
Shared_Interaction	YPL031C	hog1id42	1	0		
Shared_Interaction	YPL031C	npi1	1	0		
Shared_Interaction	YPL031C	npi2	1	0		
Shared_Interaction	YPL031C	cdc14rd35	1	0		
Shared_Interaction	YPL042C	npi3	1	0		
Shared_Interaction	YPL076W	npi1	1	0		
Shared_Interaction	YPL141C	pde2rd75	1	0		
Shared_Interaction	YPL141C	pde2ra68	1	0		
Shared_Interaction	YPL169C	npr7	1	0		
Shared_Interaction	YPL177C	npi5	1	0		
Shared_Interaction	YPL195W	npr10	1	0		
Shared_Interaction	YPL203W	hog1id46	1	0		
Shared_Interaction	YPL204W	pde2id61	1	0		
Shared_Interaction	YPL209C	cdc14rd36	1	0		
Shared_Interaction	YPL235W	npi5	1	0		
Shared_Interaction	YPL236C	hog1id47	1	0		
Shared_Interaction	YPL240C	pde2ra68	1	0		
Shared_Interaction	YPL240C	pde2ra76	1	0		
Shared_Interaction	YPL240C	pde2ra70	1	0		
Shared_Interaction	YPL240C	cdc14rd31	1	0		
Shared_Interaction	YPL243W	npi4	1	0		
Shared_Interaction	YPL248C	pde2ra67	1	0		
Shared_Interaction	YPL253C	npi1	1	0		
Shared_Interaction	YPL256C	npr7	1	0		
Shared_Interaction	YPL256C	hog1id44	1	0		
Shared_Interaction	YPL257WA	npi5	1	0		
Shared_Interaction	YPL257WA	npi3	1	0		
Shared_Interaction	YPL269W	pde2ra68	1	0		
Shared_Interaction	YPR013C	cdc14rd36	1	0		
Shared_Interaction	YPR019W	hog1id42	1	0		
Shared_Interaction	YPR019W	npr10	1	0		
Shared_Interaction	YPR019W	cdc14rd31	1	0		
Shared_Interaction	YPR032W	hog1id42	1	0		
Shared_Interaction	YPR040W	npi5	1	0		
Shared_Interaction	YPR072W	npi1	1	0		
Shared_Interaction	YPR072W	npi5	1	0		
Shared_Interaction	YPR080W	npr12	1	0		
Shared_Interaction	YPR102C	cdc14rd30	1	0		
Shared_Interaction	YPR106W	pde2ra76	1	0		
Shared_Interaction	YPR120C	npr15	1	0		
Shared_Interaction	YPR120C	npi5	1	0		
Shared_Interaction	YPR133C	npr9	1	0		
Shared_Interaction	YPR135W	npr13	1	0		
Shared_Interaction	YPR141C	npi4	1	0		
Shared_Interaction	YPR165W	hog1id46	1	0		
Shared_Interaction	YPR183W	npr16	1	0		
Shared_Interaction	YPR191W	npi5	1	0		
Shared_Interaction	npr7	YCR105W	1	0		
Shared_Interaction	npi5	YDR023W	1	0		
Shared_Interaction	hog1id42	YDR103W	1	0		
Shared_Interaction	cdc14rd31	YDR341C	1	0		
Shared_Interaction	pde2ra67	YDR451C	1	0		
Shared_Interaction	npi1	YDR451C	1	0		
Shared_Interaction	npr7	YFL024C	1	0		
Shared_Interaction	cdc14rd31	YGL253W	1	0		
Shared_Interaction	hog1id42	YGR186W	1	0		
Shared_Interaction	npi3	YHR133C	1	0		
Shared_Interaction	hog1id42	YHR214CC	1	0		
Shared_Interaction	hog1id42	YIL148W	1	0		
Shared_Interaction	npi5	YIR003W	1	0		
Shared_Interaction	cdc14rd31	YJL084C	1	0		
Shared_Interaction	npi5	YJL084C	1	0		
Shared_Interaction	npi1	YJR148W	1	0		
Shared_Interaction	cdc14rd31	YKL009W	1	0		
Shared_Interaction	npr7	YKL074C	1	0		
Shared_Interaction	cdc14rd31	YKL117W	1	0		
Shared_Interaction	npi1	YKL172W	1	0		
Shared_Interaction	cdc14rd31	YKL196C	1	0		
Shared_Interaction	npr7	YLL008W	1	0		
Shared_Interaction	npi5	YLR003C	1	0		
Shared_Interaction	cdc14rd31	YLR003C	1	0		
Shared_Interaction	npr7	YLR003C	1	0		
Shared_Interaction	cdc14rd31	YLR170C	1	0		
Shared_Interaction	npi5	YLR258W	1	0		
Shared_Interaction	npi5	YLR274W	1	0		
Shared_Interaction	npr8	YLR291C	1	0		
Shared_Interaction	npi1	YLR315W	1	0		
Shared_Interaction	pde2ra67	YLR429W	1	0		
Shared_Interaction	npi5	YML032C	1	0		
Shared_Interaction	npi5	YMR109W	1	0		
Shared_Interaction	cdc14rd31	YMR129W	1	0		
Shared_Interaction	npi5	YNL222W	1	0		
Shared_Interaction	npi3	YNR033W	1	0		
Shared_Interaction	cdc14rd31	YOL041C	1	0		
Shared_Interaction	npr7	YOL100W	1	0		
Shared_Interaction	cdc14rd31	YOL148C	1	0		
Shared_Interaction	npi5	YOR231W	1	0		
