#Node1	Node2
YFR014C	YMR049C
YFR014C	YMR087W
YFR014C	YMR140W
YFR014C	YMR165C
YFR014C	YMR173W
YFR014C	YMR290C
YFR014C	YNL021W
YFR014C	YNL027W
YFR014C	YNL121C
YFR014C	YNL186W
YFR014C	YNL218W
YFR014C	YNL227C
YFR014C	YNL245C
YFR014C	YNL267W
YFR014C	YNL272C
YFR014C	YNL316C
YFR014C	YNR033W
YFR014C	YOL148C
YFR014C	YOR054C
YFR014C	YOR078W
YFR014C	YOR092W
YFR014C	YOR113W
YFR014C	YOR123C
YFR014C	YOR141C
YFR014C	YOR257W
YFR014C	YOR332W
YFR014C	YOR340C
YFR014C	YPL100W
YFR014C	YPL133C
YFR014C	YPL139C
YFR014C	YPL146C
YFR014C	YPL156C
YFR014C	YPR035W
YFR014C	YPR036W
YFR014C	YPR083W
YFR014C	YPR152C
YFR014C	YPR171W
YFR014C	YPR187W
YGL019W	YGR082W
YGL019W	YGR113W
YGL019W	YGR140W
YGL019W	YJR093C
YGL019W	YKL089W
YGL019W	YLR079W
YGL019W	YNL131W
YGL019W	YOL026C
YGL059W	YAL009W
YGL059W	YBR028C
YGL059W	YBR059C
YGL059W	YBR142W
YGL059W	YBR157C
YGL059W	YBR170C
YGL059W	YCR073WA
YGL059W	YDL019C
YGL059W	YDL139C
YGL059W	YDL223C
YGL059W	YDR042C
YGL059W	YDR068W
YGL059W	YDR070C
YGL059W	YDR099W
YGL059W	YDR293C
YGL059W	YDR425W
YGL059W	YER078C
YGL059W	YFL017WA
YGL059W	YFL050C
YGL059W	YFR017C
YGL059W	YGL105W
YGL059W	YGL180W
YGL059W	YGL205W
YGL059W	YGR008C
YGL059W	YGR038W
YGL059W	YGR179C
YGL059W	YGR249W
YGL059W	YGR257C
YGL059W	YGR266W
YGL059W	YGR267C
YGL059W	YGR285C
YGL059W	YHR028C
YGL059W	YHR082C
YGL059W	YHR105W
YGL059W	YHR117W
YGL059W	YHR157W
YGL059W	YHR185C
YGL059W	YHR207C
YGL059W	YIL070C
YGL059W	YIL107C
YGL059W	YIL135C
YGL059W	YJL070C
YGL059W	YJL084C
YGL059W	YJL164C
YGL059W	YJR001W
YGL059W	YJR049C
YGL059W	YJR059W
YGL059W	YKL008C
YGL059W	YKL062W
YGL059W	YKL064W
YGL059W	YKL079W
YGL059W	YKL093W
YGL059W	YKL116C
YGL059W	YKL166C
YGL059W	YKL171W
YGL059W	YKL181W
YGL059W	YKR048C
YGL059W	YKR090W
YGL059W	YKR092C
YGL059W	YKR100C
YGL059W	YLL018C
YGL059W	YLL028W
YGL059W	YLL029W
YGL059W	YLL038C
YGL059W	YLR003C
YGL059W	YLR195C
YGL059W	YLR258W
YGL059W	YLR319C
YGL059W	YML048W
YGL059W	YML063W
YGL059W	YMR086W
YGL059W	YMR120C
YGL059W	YMR140W
YGL059W	YMR165C
YGL059W	YMR196W
YGL059W	YNL074C
YGL059W	YNL117W
YGL059W	YNL186W
YGL059W	YNL245C
YGL059W	YNL263C
YGL059W	YNR039C
YGL059W	YOL016C
YGL059W	YOL070C
YGL059W	YOR002W
YGL059W	YOR083W
YGL059W	YOR113W
YGL059W	YOR134W
YGL059W	YPL006W
YGL059W	YPL056C
YGL059W	YPL077C
YGL059W	YPL203W
YGL059W	YPL240C
YGL158W	YAL042W
YGL158W	YAL068C
YGL158W	YBL024W
YGL158W	YBL031W
YGL158W	YDL070W
YGL158W	YDL153C
YGL158W	YDL220C
YGL158W	YDL230W
YGL158W	YER036C
YGL158W	YER098W
YGL158W	YGL231C
YGL158W	YGL245W
YGL158W	YGL246C
YGL158W	YGR024C
YGL158W	YGR063C
YGL158W	YGR078C
YGL158W	YGR210C
YGL158W	YGR220C
YGL158W	YGR223C
YGL158W	YGR276C
YGL158W	YHL003C
YGL158W	YHL020C
YGL158W	YHL021C
YGL158W	YHL027W
YGL158W	YHR001W
YGL158W	YHR044C
YGL158W	YHR185C
YGL158W	YIL004C
YGL158W	YIL021W
YGL158W	YIL051C
YGL158W	YIL070C
YGL158W	YIL078W
YGL158W	YJR089W
YGL158W	YJR094WA
YGL158W	YJR095W
YGL158W	YJR096W
YGL158W	YJR105W
YGL158W	YJR115W
YGL158W	YJR141W
YGL158W	YJR142W
YGL158W	YKL012W
YGL158W	YKR048C
YGL158W	YLL008W
YGL158W	YLL057C
YGL158W	YLR303W
YGL158W	YML035C
YGL158W	YML037C
YGL158W	YML042W
YGL158W	YMR115W
YGL158W	YMR155W
YGL158W	YMR229C
YGL158W	YMR239C
YGL158W	YMR241W
YGL158W	YMR284W
YGL158W	YNL064C
YGL158W	YNL117W
YGL158W	YNL186W
YGL158W	YNL212W
YGL158W	YNL272C
YGL158W	YNL284CA
YGL158W	YOL125W
YGL158W	YOR044W
YGL158W	YOR089C
YGL158W	YOR193W
YGL158W	YOR210W
YGL158W	YOR335C
YGL158W	YOR362C
YGL158W	YPR063C
YGL158W	YPR072W
YGL158W	YPR160W
YGL179C	YAR014C
YGL179C	YCL043C
YGL179C	YDL070W
YGL179C	YDL115C
YGL179C	YDR169C
YGL179C	YDR229W
YGL179C	YER072W
YGL179C	YER131W
YGL179C	YFR021W
YGL179C	YGL035C
YGL179C	YGL056C
YGL179C	YGL153W
YGL179C	YGR038W
YGL179C	YGR126W
YGL179C	YGR135W
YGL179C	YGR153W
YGL179C	YGR167W
YGL179C	YGR276C
YGL179C	YHL024W
YGL179C	YHR028C
YGL179C	YHR073W
YGL179C	YHR090C
YGL179C	YHR137W
YGL179C	YHR205W
YGL179C	YHR214CC
YGL179C	YIL084C
YGL179C	YIL091C
YGL179C	YIL107C
YGL179C	YIL156W
YGL179C	YIR003W
YGL179C	YJL084C
YGL179C	YJL146W
YGL179C	YJR076C
YGL179C	YJR092W
YGL179C	YKL042W
YGL179C	YKL093W
YGL179C	YKL121W
YGL179C	YKL197C
YGL179C	YKL206C
YGL179C	YKR009C
YGL179C	YKR071C
YGL179C	YKR079C
YGL179C	YKR090W
YGL179C	YKR092C
YGL179C	YLL008W
YGL179C	YLR030W
YGL179C	YLR055C
YGL179C	YLR150W
YGL179C	YLR231C
YGL179C	YLR257W
YGL179C	YLR276C
YGL179C	YLR350W
YGL179C	YML045WA
YGL179C	YMR081C
YGL179C	YMR165C
YGL179C	YMR205C
YGL179C	YMR304W
YGL179C	YNL021W
YGL179C	YNL027W
YGL179C	YNL066W
YGL179C	YNL094W
YGL179C	YNL186W
YGL179C	YNL192W
YGL179C	YNL277W
YGL179C	YNL293W
YGL179C	YOL072W
YGL179C	YOL082W
YGL179C	YOL130W
YGL179C	YOR141C
YGL179C	YOR251C
YGL179C	YPL117C
YGL179C	YPL133C
YGL179C	YPL139C
YGL179C	YPL222W
YGL179C	YPL236C
YGL179C	YPR035W
YGL179C	YPR083W
YGL179C	YPR115W
YGL179C	YPR135W
YGL180W	YAL028W
YGL180W	YBL011W
YGL180W	YBL024W
YGL180W	YBL032W
YGL180W	YBL055C
YGL180W	YBL061C
YGL180W	YBL078C
YGL180W	YBR086C
YGL180W	YBR108W
YGL180W	YBR130C
YGL180W	YBR155W
YGL180W	YBR270C
YGL180W	YCL014W
YGL180W	YCL029C
YGL180W	YDL013W
YGL180W	YDL025C
YGL180W	YDL051W
YGL180W	YDL070W
YGL180W	YDL115C
YGL180W	YDL153C
YGL180W	YDL220C
YGL180W	YDR034CC
YGL180W	YDR037W
YGL180W	YDR099W
YGL180W	YDR113C
YGL180W	YDR153C
YGL180W	YDR161W
YGL180W	YDR169C
YGL180W	YDR208W
YGL180W	YDR239C
YGL180W	YDR293C
YGL180W	YDR312W
YGL180W	YDR330W
YGL180W	YDR346C
YGL180W	YDR362C
YGL180W	YDR439W
YGL180W	YDR540C
YGL180W	YEL017W
YGL180W	YER034W
YGL180W	YER092W
YGL180W	YER098W
YGL180W	YER112W
YGL180W	YER122C
YGL180W	YER125W
YGL180W	YER127W
YGL180W	YER131W
YGL180W	YFL001W
YGL180W	YFL023W
YGL180W	YFL034W
YGL180W	YFL050C
YGL180W	YFL054C
YGL180W	YFR010W
YGL180W	YFR021W
YGL180W	YFR024CA
YGL180W	YFR029W
YGL180W	YFR034C
YGL180W	YFR038W
YGL180W	YGL079W
YGL180W	YGL105W
YGL180W	YGL190C
YGL180W	YGL207W
YGL180W	YGL208W
YGL180W	YGL209W
YGL180W	YGL248W
YGL180W	YGR021W
YGL180W	YGR027WA
YGL180W	YGR028W
YGL180W	YGR038CA
YGL180W	YGR126W
YGL180W	YGR130C
YGL180W	YGR159C
YGL180W	YGR249W
YGL180W	YHL009C
YGL180W	YHL013C
YGL180W	YHL019C
YGL180W	YHR009C
YGL180W	YHR014W
YGL180W	YHR073W
YGL180W	YHR081W
YGL180W	YHR090C
YGL180W	YHR117W
YGL180W	YHR156C
YGL180W	YHR214CC
YGL180W	YIL077C
YGL180W	YIL091C
YGL180W	YIL107C
YGL180W	YIL156W
YGL180W	YIR003W
YGL180W	YJL033W
YGL180W	YJL084C
YGL180W	YJL148W
YGL180W	YJR019C
YGL180W	YJR044C
YGL180W	YJR072C
YGL180W	YJR089W
YGL180W	YJR092W
YGL180W	YKL023W
YGL180W	YKL042W
YGL180W	YKL048C
YGL180W	YKL093W
YGL180W	YKL114C
YGL180W	YKL121W
YGL180W	YKL146W
YGL180W	YKL160W
YGL180W	YKR041W
YGL180W	YKR045C
YGL180W	YKR048C
YGL180W	YKR071C
YGL180W	YKR092C
YGL180W	YKR094C
YGL180W	YLL008W
YGL180W	YLL043W
YGL180W	YLR003C
YGL180W	YLR098C
YGL180W	YLR125W
YGL180W	YLR192C
YGL180W	YLR244C
YGL180W	YLR257W
YGL180W	YLR265C
YGL180W	YLR276C
YGL180W	YLR323C
YGL180W	YLR350W
YGL180W	YLR375W
YGL180W	YLR410W
YGL180W	YLR410WA
YGL180W	YLR429W
YGL180W	YLR451W
YGL180W	YML007W
YGL180W	YML037C
YGL180W	YML045WA
YGL180W	YML062C
YGL180W	YMR049C
YGL180W	YMR140W
YGL180W	YMR165C
YGL180W	YMR173W
YGL180W	YMR229C
YGL180W	YMR288W
YGL180W	YMR290C
YGL180W	YMR297W
YGL180W	YMR316W
YGL180W	YNL027W
YGL180W	YNL054WA
YGL180W	YNL094W
YGL180W	YNL125C
YGL180W	YNL149C
YGL180W	YNL165W
YGL180W	YNL173C
YGL180W	YNL182C
YGL180W	YNL186W
YGL180W	YNL227C
YGL180W	YNL245C
YGL180W	YNL272C
YGL180W	YNL284CA
YGL180W	YNL293W
YGL180W	YNL304W
YGL180W	YNL314W
YGL180W	YNR019W
YGL180W	YOL070C
YGL180W	YOL078W
YGL180W	YOL091W
YGL180W	YOL103WA
YGL180W	YOL123W
YGL180W	YOL130W
YGL180W	YOR054C
YGL180W	YOR056C
YGL180W	YOR078W
YGL180W	YOR083W
YGL180W	YOR119C
YGL180W	YOR123C
YGL180W	YOR141C
YGL180W	YOR204W
YGL180W	YOR239W
YGL180W	YOR340C
YGL180W	YOR344C
YGL180W	YPL100W
YGL180W	YPL133C
YGL180W	YPL146C
YGL180W	YPL181W
YGL180W	YPL190C
YGL180W	YPL257WA
YGL180W	YPR019W
YGL180W	YPR091C
YGL180W	YPR115W
YGL180W	YPR129W
YGL180W	YPR137CA
YGL180W	YPR143W
YGL180W	YPR158CC
YGL180W	YPR158WA
YGR040W	YAL028W
YGR040W	YBL007C
YGR040W	YBL023C
YGR040W	YBL024W
YGR040W	YBR162C
YGR040W	YBR272C
YGR040W	YCL043C
YGR040W	YDL070W
YGR040W	YDL128W
YGR040W	YDL153C
YGR040W	YDL159W
YGR040W	YDL178W
YGR040W	YDL198C
YGR040W	YDR034CC
YGR040W	YDR312W
YGR040W	YDR480W
YGR040W	YER098W
YGR040W	YER148W
YGR040W	YFL011W
YGR040W	YFL023W
YGR040W	YFL048C
YGR040W	YFR038W
YGR040W	YGL061C
YGR040W	YGL105W
YGR040W	YGL136C
YGR040W	YGL245W
YGR040W	YGR016W
YGR040W	YGR034W
YGR040W	YGR078C
YGR040W	YGR116W
YGR040W	YGR276C
YGR040W	YHL021C
YGR040W	YHR001W
YGR040W	YHR084W
YGR040W	YHR216W
YGR040W	YIL036W
YGR040W	YIL038C
YGR040W	YIL070C
YGR040W	YIL130W
YGR040W	YJL089W
YGR040W	YJR069C
YGR040W	YJR105W
YGR040W	YJR108W
YGR040W	YJR142W
YGR040W	YKL142W
YGR040W	YKR048C
YGR040W	YLL008W
YGR040W	YLL022C
YGR040W	YLR307W
YGR040W	YLR310C
YGR040W	YLR316C
YGR040W	YLR324W
YGR040W	YMR229C
YGR040W	YMR239C
YGR040W	YMR241W
YGR040W	YNL054WA
YGR040W	YNL077W
YGR040W	YNL186W
YGR040W	YNL272C
YGR040W	YNL288W
YGR040W	YNR006W
YGR040W	YOR003W
YGR040W	YOR245C
YGR040W	YPL048W
YGR040W	YPL049C
YGR040W	YPR072W
YGR040W	YPR091C
YGR040W	YPR137CA
YGR052W	YAR019C
YGR052W	YBR107C
YGR052W	YCR017C
YGR052W	YDL006W
YGR052W	YDL153C
YGR052W	YJL051W
YGR052W	YJL105W
YGR052W	YML037C
YGR052W	YMR165C
YGR052W	YNL186W
YGR092W	YAL051W
YGR092W	YBL024W
YGR092W	YBL106C
YGR092W	YBR038W
YGR092W	YBR108W
YGR092W	YBR118W
YGR092W	YBR138C
YGR092W	YBR285W
YGR092W	YCR105W
YGR092W	YDL002C
YGR092W	YDL019C
YGR092W	YDL070W
YGR092W	YDL153C
YGR092W	YDL220C
YGR092W	YDR134C
YGR092W	YDR226W
YGR092W	YDR293C
YGR092W	YDR299W
YGR092W	YFR028C
YGR092W	YFR033C
YGR092W	YGL105W
YGR092W	YGL245W
YGR092W	YGR038CA
YGR092W	YGR220C
YGR092W	YGR223C
YGR092W	YGR264C
YGR092W	YHL021C
YGR092W	YHR182W
YGR092W	YIL135C
YGR092W	YJL076W
YGR092W	YJL108C
YGR092W	YJL213W
YGR092W	YJR060W
YGR092W	YJR094WA
YGR092W	YJR142W
YGR092W	YKL077W
YGR092W	YKL140W
YGR092W	YKL146W
YGR092W	YKL168C
YGR092W	YKR022C
YGR092W	YLL008W
YGR092W	YLR007W
YGR092W	YLR303W
YGR092W	YML035C
YGR092W	YML037C
YGR092W	YMR032W
YGR092W	YMR165C
YGR092W	YMR184W
YGR092W	YMR196W
YGR092W	YMR229C
YGR092W	YMR239C
YGR092W	YNL007C
YGR092W	YNL101W
YGR092W	YNL125C
YGR092W	YNL155W
YGR092W	YNL272C
YGR092W	YNL284CA
YGR092W	YNR006W
YGR092W	YNR047W
YGR092W	YOL012C
YGR092W	YOL104C
YGR092W	YOR228C
YGR092W	YOR362C
YGR092W	YPL127C
YGR092W	YPL150W
YGR092W	YPL257WA
YGR092W	YPR091C
YGR092W	YPR137CA
YGR262C	YER174C
YGR262C	YKR038C
YHL007C	YAL020C
YHL007C	YAL028W
YHL007C	YAL042W
YHL007C	YBL002W
YHL007C	YBL011W
YHL007C	YBL014C
YHL007C	YBL085W
YHL007C	YBR042C
YHL007C	YBR063C
YHL007C	YBR071W
YHL007C	YBR086C
YHL007C	YBR102C
YHL007C	YBR108W
YHL007C	YBR122C
YHL007C	YBR130C
YHL007C	YBR154C
YHL007C	YBR200W
YHL007C	YBR273C
YHL007C	YCR073WA
YHL007C	YCR100C
YHL007C	YDL027C
YHL007C	YDL070W
YHL007C	YDL149W
YHL007C	YDL153C
YHL007C	YDR023W
YHL007C	YDR026C
YHL007C	YDR037W
YHL007C	YDR224C
YHL007C	YDR251W
YHL007C	YDR293C
YHL007C	YDR330W
YHL007C	YEL058W
YHL007C	YER063W
YHL007C	YER090W
YHL007C	YER098W
YHL007C	YER122C
YHL007C	YGL207W
YHL007C	YGL245W
YHL007C	YGR108W
YHL007C	YGR159C
YHL007C	YGR276C
YHL007C	YHL024W
YHL007C	YHR131C
YHL007C	YIL156W
YHL007C	YKL129C
YHL007C	YLR293C
YHL007C	YLR314C
YHL007C	YLR362W
YHL007C	YML037C
YHL007C	YML080W
YHL007C	YML083C
YHL007C	YML096W
YHL007C	YMR053C
YHL007C	YMR153W
YHL007C	YMR165C
YHL007C	YNL022C
YHL007C	YNL027W
YHL007C	YNL101W
YHL007C	YNL118C
YHL007C	YNL173C
YHL007C	YNL272C
YHL007C	YNR019W
YHL007C	YOL091W
YHL007C	YOL098C
YHL007C	YOL112W
YHL007C	YOL139C
YHL007C	YOR028C
YHL007C	YOR092W
YHL007C	YOR113W
YHL007C	YOR177C
YHL007C	YOR208W
YHL007C	YOR232W
YHL007C	YPL217C
YHL007C	YPR032W
YHL007C	YPR091C
YHR030C	YDL140C
YHR030C	YER111C
YHR030C	YGL122C
YHR030C	YLR182W
YHR030C	YLR371W
YHR030C	YLR442C
YHR030C	YNL053W
YHR030C	YOR231W
YHR030C	YPL089C
YHR030C	YPL140C
YHR058C	YDL140C
YHR079C	YAL028W
YHR079C	YAR019C
YHR079C	YBL007C
YHR079C	YBL064C
YHR079C	YBL103C
YHR079C	YBR108W
YHR079C	YBR197C
YHR079C	YBR285W
YHR079C	YDL006W
YHR079C	YDL070W
YHR079C	YDL153C
YHR079C	YDL186W
YHR079C	YDR023W
YHR079C	YDR034CC
YHR079C	YDR120C
YHR079C	YDR134C
YHR079C	YDR259C
YHR079C	YDR266C
YHR079C	YDR293C
YHR079C	YDR328C
YHR079C	YDR388W
YHR079C	YDR533C
YHR079C	YER036C
YHR079C	YER093CA
YHR079C	YER122C
YHR079C	YGL245W
YHR079C	YHL047C
YHR079C	YHR114W
YHR079C	YIL135C
YHR079C	YJL051W
YHR079C	YJL108C
YHR079C	YKL168C
YHR079C	YKR105C
YHR079C	YLL043W
YHR079C	YLR006C
YHR079C	YLR257W
YHR079C	YLR410WA
YHR079C	YLR429W
YHR079C	YML037C
YHR079C	YML045WA
YHR079C	YMR046C
YHR079C	YMR140W
YHR079C	YMR165C
YHR079C	YMR184W
YHR079C	YMR229C
YHR079C	YMR239C
YHR079C	YMR295C
YHR079C	YNL054WA
YHR079C	YNL065W
YHR079C	YNL074C
YHR079C	YNL097C
YHR079C	YNL155W
YHR079C	YNL192W
YHR079C	YNL224C
YHR079C	YNL272C
YHR079C	YNL284CA
YHR079C	YNR006W
YHR079C	YNR047W
YHR079C	YOL082W
YHR079C	YOL103WA
YHR079C	YOR107W
YHR079C	YOR113W
YHR079C	YOR162C
YHR079C	YOR181W
YHR079C	YOR207C
YHR079C	YOR391C
YHR079C	YPL128C
YHR079C	YPL150W
YHR079C	YPL254W
YHR079C	YPL257WA
YHR079C	YPR032W
YHR079C	YPR067W
YHR079C	YPR091C
YHR079C	YPR137CA
YHR079C	YPR156C
YHR079C	YPR158CC
YHR079C	YPR198W
YHR082C	YAL013W
YHR082C	YAL020C
YHR082C	YAL028W
YHR082C	YAL039C
YHR082C	YAR015W
YHR082C	YBL010C
YHR082C	YBL024W
YHR082C	YBL030C
YHR082C	YBL057C
YHR082C	YBL061C
YHR082C	YBL064C
YHR082C	YBL067C
YHR082C	YBL069W
YHR082C	YBL078C
YHR082C	YBR086C
YHR082C	YBR108W
YHR082C	YBR118W
YHR082C	YBR121C
YHR082C	YBR130C
YHR082C	YBR138C
YHR082C	YBR151W
YHR082C	YBR154C
YHR082C	YBR159W
YHR082C	YBR170C
YHR082C	YBR200W
YHR082C	YBR212W
YHR082C	YBR225W
YHR082C	YBR233W
YHR082C	YBR247C
YHR082C	YBR265W
YHR082C	YBR273C
YHR082C	YCL043C
YHR082C	YCR073WA
YHR082C	YCR099C
YHR082C	YCR105W
YHR082C	YDL002C
YHR082C	YDL004W
YHR082C	YDL007W
YHR082C	YDL013W
YHR082C	YDL019C
YHR082C	YDL025C
YHR082C	YDL027C
YHR082C	YDL033C
YHR082C	YDL035C
YHR082C	YDL051W
YHR082C	YDL070W
YHR082C	YDL113C
YHR082C	YDL131W
YHR082C	YDL149W
YHR082C	YDL153C
YHR082C	YDL166C
YHR082C	YDL173W
YHR082C	YDL201W
YHR082C	YDL210W
YHR082C	YDL219W
YHR082C	YDL220C
YHR082C	YDR034CC
YHR082C	YDR074W
YHR082C	YDR091C
YHR082C	YDR134C
YHR082C	YDR170WA
YHR082C	YDR188W
YHR082C	YDR226W
YHR082C	YDR234W
YHR082C	YDR257C
YHR082C	YDR259C
YHR082C	YDR266C
YHR082C	YDR323C
YHR082C	YDR330W
YHR082C	YDR337W
YHR082C	YDR480W
YHR082C	YER064C
YHR082C	YER098W
YHR082C	YER122C
YHR082C	YER133W
YHR082C	YFL023W
YHR082C	YFL031W
YHR082C	YFR009W
YHR082C	YFR048W
YHR082C	YGL051W
YHR082C	YGL105W
YHR082C	YGL207W
YHR082C	YGL245W
YHR082C	YGL256W
YHR082C	YGR027WA
YHR082C	YGR038CA
YHR082C	YGR094W
YHR082C	YGR276C
YHR082C	YHL024W
YHR082C	YHR030C
YHR082C	YIL078W
YHR082C	YIL135C
YHR082C	YKL051W
YHR082C	YKL146W
YHR082C	YKL168C
YHR082C	YKL197C
YHR082C	YKR070W
YHR082C	YLL011W
YHR082C	YLR098C
YHR082C	YLR131C
YHR082C	YLR220W
YHR082C	YLR221C
YHR082C	YLR249W
YHR082C	YLR257W
YHR082C	YLR293C
YHR082C	YML035C
YHR082C	YML037C
YHR082C	YML045WA
YHR082C	YML054C
YHR082C	YML083C
YHR082C	YMR021C
YHR082C	YMR053C
YHR082C	YMR102C
YHR082C	YMR111C
YHR082C	YMR143W
YHR082C	YMR155W
YHR082C	YMR165C
YHR082C	YMR184W
YHR082C	YMR190C
YHR082C	YMR214W
YHR082C	YMR229C
YHR082C	YMR239C
YHR082C	YMR260C
YHR082C	YMR281W
YHR082C	YMR285C
YHR082C	YMR290C
YHR082C	YMR291W
YHR082C	YMR295C
YHR082C	YMR302C
YHR082C	YNL001W
YHR082C	YNL007C
YHR082C	YNL022C
YHR082C	YNL027W
YHR082C	YNL054WA
YHR082C	YNL064C
YHR082C	YNL065W
YHR082C	YNL073W
YHR082C	YNL136W
YHR082C	YNL147W
YHR082C	YNL155W
YHR082C	YNL181W
YHR082C	YNL182C
YHR082C	YNL186W
YHR082C	YNL189W
YHR082C	YNL217W
YHR082C	YNL240C
YHR082C	YNL272C
YHR082C	YNL293W
YHR082C	YNR006W
YHR082C	YNR047W
YHR082C	YOL091W
YHR082C	YOL103WA
YHR082C	YOL104C
YHR082C	YOL125W
YHR082C	YOR035C
YHR082C	YOR107W
YHR082C	YOR123C
YHR082C	YOR162C
YHR082C	YOR181W
YHR082C	YOR196C
YHR082C	YOR207C
YHR082C	YOR208W
YHR082C	YOR210W
YHR082C	YOR211C
YHR082C	YOR224C
YHR082C	YOR307C
YHR082C	YOR335C
YHR082C	YOR362C
YHR082C	YPL041C
YHR082C	YPL048W
YHR082C	YPL094C
YHR082C	YPL104W
YHR082C	YPL150W
YHR082C	YPL177C
YHR082C	YPL207W
YHR082C	YPL217C
YHR082C	YPL244C
YHR082C	YPL257WA
YHR082C	YPR032W
YHR082C	YPR091C
YHR082C	YPR131C
YHR082C	YPR137CA
YHR082C	YPR158CC
YHR082C	YPR158WA
YHR102W	YNL161W
YHR135C	YAL028W
YHR135C	YAL034WA
YHR135C	YAL037W
YHR135C	YAL043C
YHR135C	YAR014C
YHR135C	YBL007C
YHR135C	YBL011W
YHR135C	YBL014C
YHR135C	YBL024W
YHR135C	YBL032W
YHR135C	YBL047C
YHR135C	YBL055C
YHR135C	YBL061C
YHR135C	YBL078C
YHR135C	YBR055C
YHR135C	YBR086C
YHR135C	YBR090C
YHR135C	YBR108W
YHR135C	YBR118W
YHR135C	YBR130C
YHR135C	YBR155W
YHR135C	YBR270C
YHR135C	YCL014W
YHR135C	YCL029C
YHR135C	YCL032W
YHR135C	YCR014C
YHR135C	YCR073WA
YHR135C	YDL013W
YHR135C	YDL019C
YHR135C	YDL025C
YHR135C	YDL051W
YHR135C	YDL053C
YHR135C	YDL070W
YHR135C	YDL099W
YHR135C	YDL115C
YHR135C	YDL135C
YHR135C	YDL140C
YHR135C	YDL153C
YHR135C	YDL166C
YHR135C	YDL220C
YHR135C	YDL223C
YHR135C	YDL243C
YHR135C	YDR011W
YHR135C	YDR023W
YHR135C	YDR034CC
YHR135C	YDR037W
YHR135C	YDR091C
YHR135C	YDR099W
YHR135C	YDR113C
YHR135C	YDR134C
YHR135C	YDR153C
YHR135C	YDR169C
YHR135C	YDR188W
YHR135C	YDR190C
YHR135C	YDR196C
YHR135C	YDR208W
YHR135C	YDR229W
YHR135C	YDR239C
YHR135C	YDR277C
YHR135C	YDR293C
YHR135C	YDR301W
YHR135C	YDR312W
YHR135C	YDR328C
YHR135C	YDR330W
YHR135C	YDR346C
YHR135C	YDR362C
YHR135C	YDR439W
YHR135C	YDR440W
YHR135C	YDR540C
YHR135C	YEL017W
YHR135C	YER024W
YHR135C	YER034W
YHR135C	YER064C
YHR135C	YER082C
YHR135C	YER092W
YHR135C	YER122C
YHR135C	YER125W
YHR135C	YER127W
YHR135C	YER131W
YHR135C	YER139C
YHR135C	YFL023W
YHR135C	YFL031W
YHR135C	YFL034W
YHR135C	YFL050C
YHR135C	YFL054C
YHR135C	YFR010W
YHR135C	YFR014C
YHR135C	YFR021W
YHR135C	YFR024CA
YHR135C	YFR029W
YHR135C	YFR034C
YHR135C	YFR038W
YHR135C	YGL003C
YHR135C	YGL008C
YHR135C	YGL048C
YHR135C	YGL051W
YHR135C	YGL079W
YHR135C	YGL091C
YHR135C	YGL105W
YHR135C	YGL122C
YHR135C	YGL190C
YHR135C	YGL207W
YHR135C	YGL209W
YHR135C	YGL245W
YHR135C	YGL248W
YHR135C	YGL256W
YHR135C	YGR021W
YHR135C	YGR026W
YHR135C	YGR027WA
YHR135C	YGR038CA
YHR135C	YGR100W
YHR135C	YGR108W
YHR135C	YGR126W
YHR135C	YGR130C
YHR135C	YGR159C
YHR135C	YGR165W
YHR135C	YGR231C
YHR135C	YGR249W
YHR135C	YGR276C
YHR135C	YGR281W
YHR135C	YHL009C
YHR135C	YHL013C
YHR135C	YHL019C
YHR135C	YHL024W
YHR135C	YHR009C
YHR135C	YHR014W
YHR135C	YHR073W
YHR135C	YHR081W
YHR135C	YHR090C
YHR135C	YHR117W
YHR135C	YHR156C
YHR135C	YHR214CC
YHR135C	YIL010W
YHR135C	YIL075C
YHR135C	YIL077C
YHR135C	YIL091C
YHR135C	YIL107C
YHR135C	YIL156W
YHR135C	YIR003W
YHR135C	YJL033W
YHR135C	YJL084C
YHR135C	YJL105W
YHR135C	YJL108C
YHR135C	YJL110C
YHR135C	YJL148W
YHR135C	YJL166W
YHR135C	YJL198W
YHR135C	YJR001W
YHR135C	YJR019C
YHR135C	YJR044C
YHR135C	YJR072C
YHR135C	YJR076C
YHR135C	YJR089W
YHR135C	YJR092W
YHR135C	YJR093C
YHR135C	YKL023W
YHR135C	YKL042W
YHR135C	YKL048C
YHR135C	YKL077W
YHR135C	YKL079W
YHR135C	YKL093W
YHR135C	YKL114C
YHR135C	YKL121W
YHR135C	YKL146W
YHR135C	YKL160W
YHR135C	YKL195W
YHR135C	YKR022C
YHR135C	YKR041W
YHR135C	YKR045C
YHR135C	YKR048C
YHR135C	YKR071C
YHR135C	YKR079C
YHR135C	YKR092C
YHR135C	YKR094C
YHR135C	YLL008W
YHR135C	YLL022C
YHR135C	YLL043W
YHR135C	YLR003C
YHR135C	YLR030W
YHR135C	YLR098C
YHR135C	YLR125W
YHR135C	YLR132C
YHR135C	YLR183C
YHR135C	YLR192C
YHR135C	YLR244C
YHR135C	YLR256W
YHR135C	YLR257W
YHR135C	YLR265C
YHR135C	YLR276C
YHR135C	YLR277C
YHR135C	YLR293C
YHR135C	YLR323C
YHR135C	YLR350W
YHR135C	YLR375W
YHR135C	YLR410W
